date,fighter,kd,sig_strike_landed,sig_strike_attempts,sig_strike_percent,strike_landed,strike_attempts,td_landed,td_attempts,td_percent,sub_attempts,pass,rev,kds_received,sig_strikes_received,strikes_received,tds_received,method,round_finished,time,rounds,res,weight_class,fight_pk,sig_strikes_avoided,tds_defended,strikes_avoided,strike_percent,sig_reg_mixture,sig_reg_percent
2009-01-31,Manvel Gamburyan,0,26,86,0.3023255813953488,66,129,1,5,0.2,1,0,NA,0,27,70,3,Decision,3,05:00:00,3,L,Men_Lightweight,1043,37,4,45,0.5116279069767442,0.6666666666666666,0.42790697674418604
2009-01-31,John Howard,0,21,41,0.5121951219512195,80,106,7,7,1,2,1,NA,0,45,67,2,Decision,3,05:00:00,3,W,Men_Welterweight,1042,37,4,40,0.7547169811320755,0.3867924528301887,0.6870748299319728
2009-01-31,Chris Wilson,0,45,82,0.5487804878048781,67,107,2,6,0.3333333333333333,2,1,NA,0,21,80,7,Decision,3,05:00:00,3,L,Men_Welterweight,1042,20,0,26,0.6261682242990654,0.7663551401869159,0.5925925925925926
2009-01-31,Jake O'Brien,1,25,84,0.2976190476190476,61,122,9,11,0.8181818181818182,0,0,NA,0,46,67,0,Decision,3,05:00:00,3,W,Men_Heavyweight,1041,133,1,133,0.5,0.6885245901639344,0.4174757281553398
2009-01-31,Christian Wellisch,0,46,179,0.2569832402234637,67,200,0,1,0,0,0,NA,1,25,61,9,Decision,3,05:00:00,3,L,Men_Heavyweight,1041,59,2,61,0.335,0.895,0.29815303430079154
2009-01-31,Dan Cramer,0,24,68,0.35294117647058826,38,90,0,0,0,0,2,NA,0,16,148,2,Decision,3,05:00:00,3,W,Men_Welterweight,1040,9,3,16,0.4222222222222222,0.7555555555555555,0.3924050632911392
2009-01-31,Matt Arroyo,0,16,25,0.64,148,164,2,5,0.4,5,0,NA,0,24,38,0,Decision,3,05:00:00,3,L,Men_Welterweight,1040,44,0,52,0.9024390243902439,0.1524390243902439,0.8677248677248677
2009-01-17,Dan Henderson,0,36,88,0.4090909090909091,43,96,4,6,0.6666666666666666,0,0,NA,0,39,47,0,Decision,3,05:00:00,3,W,Men_Heavyweight,1039,57,0,59,0.4479166666666667,0.9166666666666666,0.42934782608695654
2009-01-17,Rich Franklin,0,39,96,0.40625,47,106,0,0,0,0,0,NA,0,36,43,4,Decision,3,05:00:00,3,L,Men_Heavyweight,1039,52,2,53,0.44339622641509435,0.9056603773584906,0.42574257425742573
2009-01-17,Mauricio Rua,2,62,102,0.6078431372549019,106,148,1,2,0.5,2,0,NA,0,31,71,7,KO/TKO,3,04:36:00,3,W,Men_Heavyweight,1038,38,2,42,0.7162162162162162,0.6891891891891891,0.672
2009-01-17,Mark Coleman,0,31,69,0.4492753623188406,71,113,7,9,0.7777777777777778,0,0,NA,2,62,106,1,KO/TKO,3,04:36:00,3,L,Men_Heavyweight,1038,40,1,42,0.6283185840707964,0.6106194690265486,0.5604395604395604
2009-01-17,Rousimar Palhares,0,18,35,0.5142857142857142,124,168,7,10,0.7,0,0,NA,0,7,22,1,Decision,3,05:00:00,3,W,Men_Middleweight,1037,29,0,29,0.7380952380952381,0.20833333333333334,0.6995073891625616
2009-01-17,Jeremy Horn,0,7,36,0.19444444444444445,22,51,1,1,1,1,0,NA,0,18,124,7,Decision,3,05:00:00,3,L,Men_Middleweight,1037,17,3,44,0.43137254901960786,0.7058823529411765,0.3333333333333333
2009-01-17,Alan Belcher,0,9,28,0.32142857142857145,9,28,0,0,0,1,0,NA,0,26,54,3,Submission,2,04:36:00,3,W,Men_Middleweight,1036,29,2,31,0.32142857142857145,1,0.32142857142857145
2009-01-17,Denis Kang,0,26,55,0.4727272727272727,54,85,3,5,0.6,1,0,NA,0,9,9,0,Submission,2,04:36:00,3,L,Men_Middleweight,1036,19,0,19,0.6352941176470588,0.6470588235294118,0.5714285714285714
2009-01-17,Marcus Davis,0,59,166,0.35542168674698793,73,180,0,1,0,0,0,NA,0,73,91,0,Decision,3,05:00:00,3,W,Men_Welterweight,1035,125,0,125,0.40555555555555556,0.9222222222222223,0.3815028901734104
2009-01-17,Chris Lytle,0,73,198,0.3686868686868687,91,216,0,0,0,0,0,NA,0,59,73,0,Decision,3,05:00:00,3,L,Men_Welterweight,1035,107,1,107,0.4212962962962963,0.9166666666666666,0.3961352657004831
2009-01-17,John Hathaway,0,18,36,0.5,41,61,5,7,0.7142857142857143,0,0,NA,0,0,15,0,KO/TKO,1,04:36:00,3,W,Men_Welterweight,1034,1,0,1,0.6721311475409836,0.5901639344262295,0.6082474226804123
2009-01-17,Tom Egan,0,0,1,0,15,16,0,0,0,0,0,NA,0,18,41,5,KO/TKO,1,04:36:00,3,L,Men_Welterweight,1034,18,2,20,0.9375,0.0625,0.8823529411764706
2009-01-17,Martin Kampmann,1,33,52,0.6346153846153846,51,71,0,1,0,2,0,NA,0,8,13,1,KO/TKO,2,03:09:00,3,W,Men_Welterweight,1033,12,1,12,0.7183098591549296,0.7323943661971831,0.6829268292682927
2009-01-17,Alexandre Barros,0,8,20,0.4,13,25,1,2,0.5,0,0,NA,1,33,51,0,KO/TKO,2,03:09:00,3,L,Men_Welterweight,1033,19,1,20,0.52,0.8,0.4666666666666667
2009-01-17,Eric Schafer,0,22,30,0.7333333333333333,59,67,0,1,0,0,1,NA,0,3,9,0,KO/TKO,1,03:35:00,3,W,Men_Heavyweight,1032,2,0,2,0.8805970149253731,0.44776119402985076,0.8350515463917526
2009-01-17,Antonio Mendes,0,3,5,0.6,9,11,0,0,0,0,0,NA,0,22,59,0,KO/TKO,1,03:35:00,3,L,Men_Heavyweight,1032,8,1,8,0.8181818181818182,0.45454545454545453,0.75
2009-01-17,Tomasz Drwal,0,14,22,0.6363636363636364,16,24,1,1,1,0,0,NA,0,3,4,0,KO/TKO,1,02:02:00,3,W,Men_Heavyweight,1031,8,2,9,0.6666666666666666,0.9166666666666666,0.6521739130434783
2009-01-17,Ivan Serati,0,3,11,0.2727272727272727,4,13,0,2,0,0,0,NA,0,14,16,1,KO/TKO,1,02:02:00,3,L,Men_Heavyweight,1031,8,0,8,0.3076923076923077,0.8461538461538461,0.2916666666666667
2009-01-17,Dennis Siver,1,48,190,0.25263157894736843,57,200,0,1,0,0,0,NA,0,48,68,1,KO/TKO,3,03:45:00,3,W,Men_Lightweight,1030,54,1,57,0.285,0.95,0.2692307692307692
2009-01-17,Nate Mohr,0,48,102,0.47058823529411764,68,125,1,2,0.5,0,0,NA,1,48,57,0,KO/TKO,3,03:45:00,3,L,Men_Lightweight,1030,142,1,143,0.544,0.816,0.5110132158590308
2008-12-27,Rashad Evans,0,49,103,0.47572815533980584,51,105,1,1,1,0,0,NA,0,50,51,0,KO/TKO,3,02:46:00,5,W,Men_Heavyweight,1029,99,0,100,0.4857142857142857,0.9809523809523809,0.4807692307692308
2008-12-27,Forrest Griffin,0,50,149,0.33557046979865773,51,151,0,0,0,0,0,NA,0,49,51,1,KO/TKO,3,02:46:00,5,L,Men_Heavyweight,1029,54,0,54,0.33774834437086093,0.9867549668874173,0.33666666666666667
2008-12-27,Frank Mir,3,37,101,0.36633663366336633,40,106,1,1,1,0,0,NA,0,10,15,0,KO/TKO,2,01:54:00,5,W,Men_Heavyweight,1028,28,0,28,0.37735849056603776,0.9528301886792453,0.3719806763285024
2008-12-27,Antonio Rodrigo Nogueira,0,10,38,0.2631578947368421,15,43,0,0,0,0,0,NA,3,37,40,1,KO/TKO,2,01:54:00,5,L,Men_Heavyweight,1028,64,0,66,0.3488372093023256,0.8837209302325582,0.30864197530864196
2008-12-27,CB Dollaway,0,9,19,0.47368421052631576,29,40,1,1,1,0,0,NA,1,3,8,0,KO/TKO,1,03:01:00,3,W,Men_Middleweight,1027,3,0,4,0.725,0.475,0.6440677966101694
2008-12-27,Mike Massenzio,1,3,6,0.5,8,12,0,0,0,2,0,NA,0,9,29,1,KO/TKO,1,03:01:00,3,L,Men_Middleweight,1027,10,0,11,0.6666666666666666,0.5,0.6111111111111112
2008-12-27,Quinton Jackson,1,11,20,0.55,11,20,0,1,0,0,0,NA,0,7,7,0,KO/TKO,1,03:21:00,3,W,Men_Heavyweight,1026,19,0,19,0.55,1,0.55
2008-12-27,Wanderlei Silva,0,7,26,0.2692307692307692,7,26,0,0,0,0,0,NA,1,11,11,0,KO/TKO,1,03:21:00,3,L,Men_Heavyweight,1026,9,1,9,0.2692307692307692,1,0.2692307692307692
2008-12-27,Cheick Kongo,1,34,44,0.7727272727272727,73,84,1,1,1,0,0,NA,0,4,7,0,KO/TKO,1,04:37:00,3,W,Men_Heavyweight,1025,5,7,5,0.8690476190476191,0.5238095238095238,0.8359375
2008-12-27,Mostapha Al-Turk,0,4,9,0.4444444444444444,7,12,0,7,0,0,0,NA,1,34,73,1,KO/TKO,1,04:37:00,3,L,Men_Heavyweight,1025,10,0,11,0.5833333333333334,0.75,0.5238095238095238
2008-12-27,Yushin Okami,0,39,77,0.5064935064935064,77,117,0,0,0,0,0,NA,0,6,17,0,Decision,3,05:00:00,3,W,Men_Middleweight,1024,33,11,35,0.6581196581196581,0.6581196581196581,0.5979381443298969
2008-12-27,Dean Lister,0,6,39,0.15384615384615385,17,52,0,11,0,0,0,NA,0,39,77,0,Decision,3,05:00:00,3,L,Men_Middleweight,1024,38,0,40,0.3269230769230769,0.75,0.25274725274725274
2008-12-27,Antoni Hardonk,0,46,59,0.7796610169491526,56,70,0,0,0,2,1,NA,0,13,45,3,KO/TKO,2,02:09:00,3,W,Men_Heavyweight,1023,10,3,13,0.8,0.8428571428571429,0.7906976744186046
2008-12-27,Mike Wessel,0,13,23,0.5652173913043478,45,58,3,6,0.5,0,0,NA,0,46,56,0,KO/TKO,2,02:09:00,3,L,Men_Heavyweight,1023,13,0,14,0.7758620689655172,0.39655172413793105,0.7160493827160493
2008-12-27,Matt Hamill,0,40,115,0.34782608695652173,63,141,1,1,1,0,0,NA,0,34,38,0,KO/TKO,2,02:19:00,3,W,Men_Heavyweight,1022,39,0,39,0.44680851063829785,0.8156028368794326,0.40234375
2008-12-27,Reese Andy,0,34,73,0.4657534246575342,38,77,0,0,0,0,0,NA,0,40,63,1,KO/TKO,2,02:19:00,3,L,Men_Heavyweight,1022,75,0,78,0.4935064935064935,0.948051948051948,0.48
2008-12-27,Brad Blackburn,1,79,296,0.2668918918918919,84,301,0,1,0,0,0,NA,0,63,65,0,Decision,3,05:00:00,3,W,Men_Welterweight,1021,118,2,118,0.27906976744186046,0.9833887043189369,0.2730318257956449
2008-12-27,Ryo Chonan,0,63,181,0.34806629834254144,65,183,0,2,0,0,0,NA,1,79,84,0,Decision,3,05:00:00,3,L,Men_Welterweight,1021,217,1,217,0.3551912568306011,0.9890710382513661,0.3516483516483517
2008-12-27,Pat Barry,0,6,13,0.46153846153846156,6,13,0,0,0,0,0,NA,0,0,0,0,KO/TKO,1,02:36:00,3,W,Men_Heavyweight,1020,10,1,10,0.46153846153846156,1,0.46153846153846156
2008-12-27,Dan Evensen,0,0,10,0,0,10,0,1,0,0,0,NA,0,6,6,0,KO/TKO,1,02:36:00,3,L,Men_Heavyweight,1020,7,0,7,0,1,0
2008-12-13,Efrain Escudero,0,27,45,0.6,81,104,7,8,0.875,0,0,NA,0,20,95,0,Decision,3,05:00:00,3,W,Men_Lightweight,1019,35,1,37,0.7788461538461539,0.4326923076923077,0.7248322147651006
2008-12-13,Phillipe Nover,0,20,55,0.36363636363636365,95,132,0,1,0,2,1,NA,0,27,81,7,Decision,3,05:00:00,3,L,Men_Lightweight,1019,18,1,23,0.7196969696969697,0.4166666666666667,0.6149732620320856
2008-12-13,Ryan Bader,1,15,30,0.5,15,30,0,0,0,0,0,NA,0,4,4,0,KO/TKO,1,02:18:00,3,W,Men_Heavyweight,1018,16,0,16,0.5,1,0.5
2008-12-13,Vinny Magalhaes,0,4,20,0.2,4,20,0,0,0,0,0,NA,1,15,15,0,KO/TKO,1,02:18:00,3,L,Men_Heavyweight,1018,15,0,15,0.2,1,0.2
2008-12-13,Anthony Johnson,1,35,64,0.546875,109,148,3,3,1,0,0,NA,0,17,39,0,KO/TKO,3,00:28:00,3,W,Men_Welterweight,1017,28,0,28,0.7364864864864865,0.43243243243243246,0.6792452830188679
2008-12-13,Kevin Burns,0,17,45,0.37777777777777777,39,67,0,0,0,2,0,NA,1,35,109,3,KO/TKO,3,00:28:00,3,L,Men_Welterweight,1017,29,0,39,0.582089552238806,0.6716417910447762,0.5
2008-12-13,Wilson Gouveia,1,18,28,0.6428571428571429,24,39,0,0,0,0,0,NA,0,6,9,1,KO/TKO,1,02:18:00,3,W,Men_Middleweight,1016,7,3,7,0.6153846153846154,0.717948717948718,0.6268656716417911
2008-12-13,Jason MacDonald,0,6,13,0.46153846153846156,9,16,1,4,0.25,0,0,NA,1,18,24,0,KO/TKO,1,02:18:00,3,L,Men_Middleweight,1016,10,0,15,0.5625,0.8125,0.5172413793103449
2008-12-13,Junie Browning,0,31,63,0.49206349206349204,38,71,2,2,1,2,1,NA,0,12,14,2,Submission,2,01:32:00,3,W,Men_Lightweight,1015,17,0,18,0.5352112676056338,0.8873239436619719,0.5149253731343284
2008-12-13,David Kaplan,0,12,29,0.41379310344827586,14,32,2,2,1,1,1,NA,0,31,38,2,Submission,2,01:32:00,3,L,Men_Lightweight,1015,32,0,33,0.4375,0.90625,0.4262295081967213
2008-12-13,Krzysztof Soszynski,0,19,50,0.38,38,69,0,0,0,1,0,NA,0,7,12,1,Submission,2,03:27:00,3,W,Men_Heavyweight,1014,19,4,19,0.5507246376811594,0.7246376811594203,0.4789915966386555
2008-12-13,Shane Primm,0,7,26,0.2692307692307692,12,31,1,5,0.2,0,0,NA,0,19,38,0,Submission,2,03:27:00,3,L,Men_Heavyweight,1014,31,0,31,0.3870967741935484,0.8387096774193549,0.3333333333333333
2008-12-13,Eliot Marshall,0,8,15,0.5333333333333333,13,20,1,1,1,2,0,NA,0,1,3,0,Submission,1,01:27:00,3,W,Men_Heavyweight,1013,1,0,1,0.65,0.75,0.6
2008-12-13,Jules Bruchez,0,1,2,0.5,3,4,0,0,0,0,0,NA,0,8,13,1,Submission,1,01:27:00,3,L,Men_Heavyweight,1013,7,0,7,0.75,0.5,0.6666666666666666
2008-12-13,Tom Lawlor,0,14,22,0.6363636363636364,70,82,7,19,0.3684210526315789,0,0,NA,0,10,101,0,Decision,3,05:00:00,3,W,Men_Heavyweight,1012,12,0,15,0.8536585365853658,0.2682926829268293,0.8076923076923077
2008-12-13,Kyle Kingsbury,0,10,22,0.45454545454545453,101,116,0,0,0,0,0,NA,0,14,70,7,Decision,3,05:00:00,3,L,Men_Heavyweight,1012,8,12,12,0.8706896551724138,0.1896551724137931,0.8043478260869565
2008-12-13,Shane Nelson,0,10,32,0.3125,69,95,3,10,0.3,2,0,NA,0,21,93,1,Decision,3,05:00:00,3,W,Men_Lightweight,1011,53,0,60,0.7263157894736842,0.3368421052631579,0.6220472440944882
2008-12-13,George Roop,0,21,74,0.28378378378378377,93,153,1,1,1,0,0,NA,0,10,69,3,Decision,3,05:00:00,3,L,Men_Lightweight,1011,22,7,26,0.6078431372549019,0.48366013071895425,0.5022026431718062
2008-12-13,Rolando Delgado,1,15,27,0.5555555555555556,44,59,1,4,0.25,3,0,NA,0,1,4,0,Submission,2,02:18:00,3,W,Men_Lightweight,1010,22,0,24,0.7457627118644068,0.4576271186440678,0.686046511627907
2008-12-13,John Polakowski,0,1,23,0.043478260869565216,4,28,0,0,0,1,0,NA,1,15,44,1,Submission,2,02:18:00,3,L,Men_Lightweight,1010,12,3,15,0.14285714285714285,0.8214285714285714,0.09803921568627451
2008-12-10,Josh Koscheck,1,6,16,0.375,6,16,0,0,0,0,0,NA,0,6,6,0,KO/TKO,1,02:15:00,3,W,Men_Welterweight,1009,11,0,11,0.375,1,0.375
2008-12-10,Yoshiyuki Yoshida,0,6,17,0.35294117647058826,6,17,0,0,0,0,0,NA,1,6,6,0,KO/TKO,1,02:15:00,3,L,Men_Welterweight,1009,10,0,10,0.35294117647058826,1,0.35294117647058826
2008-12-10,Mike Swick,1,7,8,0.875,16,17,0,0,0,0,0,NA,0,1,1,0,KO/TKO,1,00:33:00,3,W,Men_Welterweight,1008,2,1,2,0.9411764705882353,0.47058823529411764,0.92
2008-12-10,Jonathan Goulet,0,1,3,0.3333333333333333,1,3,0,1,0,0,0,NA,1,7,16,0,KO/TKO,1,00:33:00,3,L,Men_Welterweight,1008,1,0,1,0.3333333333333333,1,0.3333333333333333
2008-12-10,Steve Cantwell,0,15,29,0.5172413793103449,19,33,1,1,1,1,0,NA,0,13,15,0,Submission,1,04:04:00,3,W,Men_Heavyweight,1007,43,1,43,0.5757575757575758,0.8787878787878788,0.5483870967741935
2008-12-10,Razak Al-Hassan,0,13,56,0.23214285714285715,15,58,0,1,0,0,0,NA,0,15,19,1,Submission,1,04:04:00,3,L,Men_Heavyweight,1007,14,0,14,0.25862068965517243,0.9655172413793104,0.24561403508771928
2008-12-10,Tim Credeur,0,52,131,0.3969465648854962,60,140,1,1,1,0,0,NA,0,25,28,0,KO/TKO,2,05:00:00,3,W,Men_Middleweight,1006,37,3,37,0.42857142857142855,0.9357142857142857,0.4132841328413284
2008-12-10,Nate Loughran,0,25,62,0.4032258064516129,28,65,0,3,0,0,0,NA,0,52,60,1,KO/TKO,2,05:00:00,3,L,Men_Middleweight,1006,79,0,80,0.4307692307692308,0.9538461538461539,0.41732283464566927
2008-12-10,Jim Miller,0,61,137,0.44525547445255476,110,193,4,6,0.6666666666666666,2,1,NA,0,20,34,1,Decision,3,05:00:00,3,W,Men_Lightweight,1005,36,2,39,0.5699481865284974,0.7098445595854922,0.5181818181818182
2008-12-10,Matt Wiman,0,20,56,0.35714285714285715,34,73,1,3,0.3333333333333333,0,1,NA,0,61,110,4,Decision,3,05:00:00,3,L,Men_Lightweight,1005,76,2,83,0.4657534246575342,0.7671232876712328,0.4186046511627907
2008-12-10,Luigi Fioravanti,0,30,55,0.5454545454545454,100,139,8,10,0.8,5,0,NA,0,10,14,1,Decision,3,05:00:00,3,W,Men_Welterweight,1004,19,1,19,0.7194244604316546,0.39568345323741005,0.6701030927835051
2008-12-10,Brodie Farber,0,10,29,0.3448275862068966,14,33,1,2,0.5,1,0,NA,0,30,100,8,Decision,3,05:00:00,3,L,Men_Welterweight,1004,25,2,39,0.42424242424242425,0.8787878787878788,0.3870967741935484
2008-12-10,Steve Bruno,0,10,18,0.5555555555555556,37,47,3,6,0.5,1,0,NA,0,36,49,1,Submission,2,03:44:00,3,W,Men_Welterweight,1003,16,3,16,0.7872340425531915,0.3829787234042553,0.7230769230769231
2008-12-10,Johnny Rees,0,36,52,0.6923076923076923,49,65,1,4,0.25,0,0,NA,0,10,37,3,Submission,2,03:44:00,3,L,Men_Welterweight,1003,8,3,10,0.7538461538461538,0.8,0.7264957264957265
2008-12-10,Ben Saunders,1,42,51,0.8235294117647058,49,58,0,0,0,0,0,NA,0,0,4,0,KO/TKO,1,01:49:00,3,W,Men_Welterweight,1002,1,0,1,0.8448275862068966,0.8793103448275862,0.8348623853211009
2008-12-10,Brandon Wolff,0,0,1,0,4,5,0,0,0,0,0,NA,1,42,49,0,KO/TKO,1,01:49:00,3,L,Men_Welterweight,1002,9,0,9,0.8,0.2,0.6666666666666666
2008-12-10,Dale Hartt,0,8,18,0.4444444444444444,12,22,0,0,0,0,0,NA,0,8,20,2,KO/TKO,2,00:20:00,3,W,Men_Lightweight,1001,17,1,17,0.5454545454545454,0.8181818181818182,0.5
2008-12-10,Corey Hill,0,8,25,0.32,20,37,2,3,0.6666666666666666,0,0,NA,0,8,12,0,KO/TKO,2,00:20:00,3,L,Men_Lightweight,1001,10,0,10,0.5405405405405406,0.6756756756756757,0.45161290322580644
2008-12-10,Justin McCully,1,40,88,0.45454545454545453,114,163,1,4,0.25,0,0,NA,1,42,94,0,Decision,3,05:00:00,3,W,Men_Heavyweight,1000,58,4,63,0.6993865030674846,0.5398773006134969,0.6135458167330677
2008-12-10,Eddie Sanchez,1,42,100,0.42,94,157,0,4,0,0,0,NA,1,40,114,1,Decision,3,05:00:00,3,L,Men_Heavyweight,1000,48,3,49,0.5987261146496815,0.6369426751592356,0.5291828793774319
2008-11-15,Brock Lesnar,1,31,42,0.7380952380952381,68,79,2,4,0.5,0,0,NA,0,11,17,1,KO/TKO,2,03:07:00,5,W,Men_Heavyweight,999,8,2,8,0.8607594936708861,0.5316455696202531,0.8181818181818182
2008-11-15,Randy Couture,0,11,19,0.5789473684210527,17,25,1,3,0.3333333333333333,0,0,NA,1,31,68,2,KO/TKO,2,03:07:00,5,L,Men_Heavyweight,999,11,2,11,0.68,0.76,0.6363636363636364
2008-11-15,Kenny Florian,0,17,37,0.4594594594594595,24,44,1,2,0.5,1,0,NA,0,6,9,1,Submission,1,04:03:00,3,W,Men_Lightweight,998,12,2,12,0.5454545454545454,0.8409090909090909,0.5061728395061729
2008-11-15,Joe Stevenson,0,6,18,0.3333333333333333,9,21,1,3,0.3333333333333333,0,0,NA,0,17,24,1,Submission,1,04:03:00,3,L,Men_Lightweight,998,20,1,20,0.42857142857142855,0.8571428571428571,0.38461538461538464
2008-11-15,Dustin Hazelett,0,10,21,0.47619047619047616,13,24,0,0,0,3,0,NA,0,15,15,0,Submission,1,03:59:00,3,W,Men_Welterweight,997,13,0,13,0.5416666666666666,0.875,0.5111111111111111
2008-11-15,Tamdan McCrory,0,15,28,0.5357142857142857,15,28,0,0,0,0,0,NA,0,10,13,0,Submission,1,03:59:00,3,L,Men_Welterweight,997,11,0,11,0.5357142857142857,1,0.5357142857142857
2008-11-15,Gabriel Gonzaga,1,12,17,0.7058823529411765,12,17,0,0,0,0,0,NA,0,1,6,0,KO/TKO,1,01:01:00,3,W,Men_Heavyweight,996,4,0,4,0.7058823529411765,1,0.7058823529411765
2008-11-15,Josh Hendricks,0,1,5,0.2,6,10,0,0,0,0,0,NA,1,12,12,0,KO/TKO,1,01:01:00,3,L,Men_Heavyweight,996,5,0,5,0.6,0.5,0.4666666666666667
2008-11-15,Demian Maia,0,2,4,0.5,22,32,1,2,0.5,1,0,NA,0,0,8,0,Submission,1,02:13:00,3,W,Men_Middleweight,995,0,0,0,0.6875,0.125,0.6666666666666666
2008-11-15,Nate Quarry,0,0,0,0,8,8,0,0,0,0,0,NA,0,2,22,1,Submission,1,02:13:00,3,L,Men_Middleweight,995,2,1,10,1,0,1
2008-11-15,Aaron Riley,0,98,222,0.44144144144144143,133,261,1,1,1,0,0,NA,0,70,91,1,Decision,3,05:00:00,3,W,Men_Lightweight,994,129,3,129,0.5095785440613027,0.8505747126436781,0.4782608695652174
2008-11-15,Jorge Gurgel,0,70,199,0.35175879396984927,91,220,1,4,0.25,0,0,NA,0,98,133,1,Decision,3,05:00:00,3,L,Men_Lightweight,994,124,0,128,0.41363636363636364,0.9045454545454545,0.38424821002386633
2008-11-15,Jeremy Stephens,1,22,46,0.4782608695652174,33,60,0,0,0,0,2,NA,0,9,37,4,KO/TKO,3,00:39:00,3,W,Men_Lightweight,993,9,2,11,0.55,0.7666666666666667,0.5188679245283019
2008-11-15,Rafael Dos Anjos,0,9,18,0.5,37,48,4,6,0.6666666666666666,2,0,NA,1,22,33,0,KO/TKO,3,00:39:00,3,L,Men_Lightweight,993,24,0,27,0.7708333333333334,0.375,0.696969696969697
2008-11-15,Mark Bocek,0,21,44,0.4772727272727273,118,152,1,1,1,6,2,NA,0,5,41,0,Submission,3,03:16:00,3,W,Men_Lightweight,992,9,1,12,0.7763157894736842,0.2894736842105263,0.7091836734693877
2008-11-15,Alvin Robinson,0,5,14,0.35714285714285715,41,53,0,1,0,0,2,NA,0,21,118,1,Submission,3,03:16:00,3,L,Men_Lightweight,992,23,0,34,0.7735849056603774,0.2641509433962264,0.6865671641791045
2008-11-15,Matt Brown,0,15,23,0.6521739130434783,20,30,1,1,1,3,0,NA,0,15,76,5,Submission,2,00:57:00,3,W,Men_Welterweight,991,7,3,9,0.6666666666666666,0.7666666666666667,0.660377358490566
2008-11-15,Ryan Thomas,0,15,22,0.6818181818181818,76,85,5,8,0.625,0,0,NA,0,15,20,1,Submission,2,00:57:00,3,L,Men_Welterweight,991,8,0,10,0.8941176470588236,0.25882352941176473,0.8504672897196262
2008-10-25,Anderson Silva,0,29,40,0.725,32,46,1,1,1,0,0,NA,0,16,18,0,KO/TKO,3,00:39:00,5,W,Men_Middleweight,990,33,3,33,0.6956521739130435,0.8695652173913043,0.7093023255813954
2008-10-25,Patrick Cote,0,16,49,0.32653061224489793,18,51,0,3,0,0,0,NA,0,29,32,1,KO/TKO,3,00:39:00,5,L,Men_Middleweight,990,11,0,14,0.35294117647058826,0.9607843137254902,0.34
2008-10-25,Thiago Alves,2,80,181,0.4419889502762431,87,188,0,2,0,0,0,NA,0,39,46,0,Decision,3,05:00:00,3,W,Men_Welterweight,989,89,5,89,0.4627659574468085,0.9627659574468085,0.45257452574525747
2008-10-25,Josh Koscheck,0,39,128,0.3046875,46,135,0,5,0,0,0,NA,2,80,87,0,Decision,3,05:00:00,3,L,Men_Welterweight,989,101,2,101,0.34074074074074073,0.9481481481481482,0.3231939163498099
2008-10-25,Gray Maynard,0,22,61,0.36065573770491804,66,111,5,7,0.7142857142857143,2,0,NA,0,7,20,0,Decision,3,05:00:00,3,W,Men_Lightweight,988,35,0,37,0.5945945945945946,0.5495495495495496,0.5116279069767442
2008-10-25,Rich Clementi,0,7,42,0.16666666666666666,20,57,0,0,0,0,1,NA,0,22,66,5,Decision,3,05:00:00,3,L,Men_Lightweight,988,39,2,45,0.3508771929824561,0.7368421052631579,0.2727272727272727
2008-10-25,Junior Dos Santos,1,7,11,0.6363636363636364,7,11,0,0,0,0,0,NA,0,6,6,0,KO/TKO,1,01:21:00,3,W,Men_Heavyweight,987,0,0,0,0.6363636363636364,1,0.6363636363636364
2008-10-25,Fabricio Werdum,0,6,6,1,6,6,0,0,0,0,0,NA,1,7,7,0,KO/TKO,1,01:21:00,3,L,Men_Heavyweight,987,4,0,4,1,1,1
2008-10-25,Sean Sherk,0,92,253,0.36363636363636365,103,264,3,7,0.42857142857142855,0,0,NA,0,74,102,0,Decision,3,05:00:00,3,W,Men_Lightweight,986,166,2,166,0.39015151515151514,0.9583333333333334,0.3771760154738878
2008-10-25,Tyson Griffin,0,74,240,0.30833333333333335,102,268,0,2,0,0,0,NA,0,92,103,3,Decision,3,05:00:00,3,L,Men_Lightweight,986,161,4,161,0.3805970149253731,0.8955223880597015,0.3464566929133858
2008-10-25,Thales Leites,0,0,0,0,4,4,1,2,0.5,1,0,NA,0,1,1,0,Submission,1,01:18:00,3,W,Men_Middleweight,985,1,0,1,1,0,1
2008-10-25,Drew McFedries,0,1,2,0.5,1,2,0,0,0,0,0,NA,0,0,4,1,Submission,1,01:18:00,3,L,Men_Middleweight,985,0,1,0,0.5,1,0.5
2008-10-25,Spencer Fisher,1,30,54,0.5555555555555556,76,101,0,2,0,2,1,NA,0,28,54,2,Submission,3,03:56:00,3,W,Men_Lightweight,984,18,11,19,0.7524752475247525,0.5346534653465347,0.6838709677419355
2008-10-25,Shannon Gugerty,0,28,46,0.6086956521739131,54,73,2,13,0.15384615384615385,1,0,NA,1,30,76,0,Submission,3,03:56:00,3,L,Men_Lightweight,984,24,2,25,0.7397260273972602,0.6301369863013698,0.6890756302521008
2008-10-25,Dan Miller,0,31,49,0.6326530612244898,142,165,6,7,0.8571428571428571,0,0,NA,0,15,62,0,Decision,3,05:00:00,3,W,Men_Middleweight,983,9,0,9,0.8606060606060606,0.296969696969697,0.8084112149532711
