Card,fighter_a,fighter_a_odds,fighter_b,fighter_b_odds
UFC Fight Night 55: Rockhold vs. Bisping Nov 7th 2014,Al Iaquinta,+114,Ross Pearson,-134
UFC Fight Night 50: Souza vs. Mousasi Sep 5th 2014,Al Iaquinta,-620,Rodrigo Damm,+470
UFC 173: Barao vs. Dillashaw May 24th 2014,Al Iaquinta,-450,Mitch Clarke,+350
UFC 169: Barao vs. Faber Feb 1st 2014,Al Iaquinta,-165,Kevin Lee,+135
UFC Fight Night 30: Machida vs. Munoz Oct 26th 2013,Al Iaquinta,-160,Piotr Hallmann,+130
UFC 164: Henderson vs. Pettis II Aug 31st 2013,Al Iaquinta,-220,Ryan Couture,+180
UFC: The Ultimate Fighter 15 Finale Jun 1st 2012,Al Iaquinta,-265,Michael Chiesa,+225
UFC: The Ultimate Fighter 15 Episode 12 May 25th 2012,Al Iaquinta,-185,Vinc Pichel,+165
UFC: The Ultimate Fighter 15 Episode 11 May 18th 2012,Al Iaquinta,-410,Andy Ogle,+330
UFC: The Ultimate Fighter 15 Episode 4 Mar 30th 2012,Al Iaquinta,+340,Myles Jury,-380
UFC Feb 19th 2022,Alan Baudot,+200,Parker Porter,-303
UFC on ESPN: Makhachev vs. Moises Jul 17th 2021,Alan Baudot,+255,Rodrigo Nascimento,-455
UFC on ESPN+ 37: Moraes vs. Sandhagen Oct 10th 2020,Alan Baudot,+450,Tom Aspinall,-714
UFC 159: Jones vs. Sonnen Apr 27th 2013,Alan Belcher,+155,Michael Bisping,-175
UFC 155: Dos Santos vs. Velasquez II Dec 29th 2012,Alan Belcher,-120,Yushin Okami,+100
UFC on FOX 3: Diaz vs. Miller May 5th 2012,Alan Belcher,+190,Rousimar Palhares,-240
UFC Fight Night 25: Battle on the Bayou Sep 17th 2011,Alan Belcher,-290,Jason Macdonald,+260
UFC 113: Machida vs. Shogun II May 8th 2010,Alan Belcher,-117,Patrick Cote,+107
UFC 107: Penn vs Sanchez Dec 12th 2009,Alan Belcher,-125,Wilson Gouveia,-105
UFC 100 Jul 11th 2009,Alan Belcher,+173,Yoshihiro Akiyama,-205
UFC 93: Franklin vs Henderson Jan 17th 2009,Alan Belcher,+220,Denis Kang,-260
UFC Fight Night 15: Diaz vs Neer Sep 17th 2008,Alan Belcher,+240,Ed Herman,-280
UFC 83: Serra vs St-Pierre 2 Apr 19th 2008,Alan Belcher,-370,Jason Day,+310
UFC 77: Hostile Territory Oct 20th 2007,Alan Belcher,+110,Kalib Starnes,-130
UFC 255: Figueiredo vs. Perez Nov 21st 2020,Alan Jouban,-161,Jared Gooden,+130
UFC 236: Holloway vs. Poirier 2 Apr 13th 2019,Alan Jouban,+100,Dwight Grant,-130
UFC on FOX 28: Stephens vs. Emmett Feb 24th 2018,Alan Jouban,-250,Ben Saunders,+210
UFC Fight Night 114: Pettis vs. Moreno Aug 5th 2017,Alan Jouban,-175,Niko Price,+145
UFC Fight Night 107: Manuwa vs. Anderson Mar 18th 2017,Alan Jouban,+250,Gunnar Nelson,-335
UFC on FOX 22: VanZant vs. Waterson Dec 17th 2016,Alan Jouban,+122,Mike Perry,-145
UFC Fight Night 90: Dos Anjos vs. Alvarez Jul 7th 2016,Alan Jouban,-145,Belal Muhammad,+125
UFC Fight Night 85: Hunt vs. Mir Mar 19th 2016,Alan Jouban,-525,Brendan O'Reilly,+385
UFC 192: Cormier vs. Gustafsson Oct 3rd 2015,Alan Jouban,+220,Albert Tumenov,-270
UFC Fight Night 71: Mir vs. Duffee Jul 15th 2015,Alan Jouban,-525,Matt Dwyer,+400
UFC 184: Rousey vs. Zingano Feb 28th 2015,Alan Jouban,-250,Richard Walsh,+195
UFC Fight Night 56: Shogun vs. St. Preux Nov 8th 2014,Alan Jouban,+340,Warlley Alves,-415
UFC Fight Night 47: Bader vs. Saint Preux Aug 16th 2014,Alan Jouban,+140,Seth Baczynski,-160
RFA 15: Casey vs. Sanchez Jun 6th 2014,Alan Jouban,-135,Ricky Legere Jr.,-105
RFA 10: Rhodes vs. Jouban Oct 25th 2013,Alan Jouban,+220,Mike Rhodes,-280
RFA 9: Curran vs. Munhoz Aug 16th 2013,Alan Jouban,+175,Chris Spang,-245
Shark Fights 20: Starks vs. Young Oct 15th 2011,Alan Jouban,n/a,Dj Robertson,n/a
Shark Fights 17: Horwich vs. Rosholt Jul 15th 2011,Alan Jouban,n/a,Andrew Goldthwaite,n/a
Shark Fights 17: Horwich vs. Rosholt Jul 15th 2011,Alan Jouban,n/a,Charles Byrd,n/a
Tachi Palace Fights 9 May 6th 2011,Alan Jouban,n/a,Chidi Njokuani,n/a
Tachi Palace Fights 8: All Or Nothing Feb 18th 2011,Alan Jouban,n/a,Kyle Griffin,n/a
Bellator 248: MVP vs. Houston Oct 10th 2020,Alan Omer,-303,Ryan Scope,+165
EuroFC 01: Espoo Oct 1st 2016,Alan Omer,-270,Hiroyuki Takaya,+190
UFC Fight Night 69: Jedrzejczyk vs. Penne Jun 20th 2015,Alan Omer,-175,Arnold Allen,+145
UFC Fight Night 39: Minotauro vs. Nelson Apr 11th 2014,Alan Omer,+200,Jim Alers,-235
UFC Fight Night 189: Rozenstruik vs. Sakai Jun 5th 2021,Alan Patrick,+230,Mason Jones,-390
UFC on ESPN+ 35: Waterson vs. Hill Sep 12th 2020,Alan Patrick,+250,Bobby Green,-340
UFC 229: Nurmagomedov vs. McGregor Oct 6th 2018,Alan Patrick,-333,Scott Holtzman,+250
UFC Fight Night 125: Machida vs. Anders Feb 3rd 2018,Alan Patrick,-250,Damir Hadzovic,+200
UFC Fight Night 95: Cyborg vs. Lansberg Sep 24th 2016,Alan Patrick,+145,Stevie Ray,-170
UFC Fight Night 85: Hunt vs. Mir Mar 19th 2016,Alan Patrick,-300,Damien Brown,+245
UFC Fight Night 69: Jedrzejczyk vs. Penne Jun 20th 2015,Alan Patrick,+140,Mairbek Taisumov,-180
UFC 169: Barao vs. Faber Feb 1st 2014,Alan Patrick,+110,John Makdessi,-140
UFC Fight Night 29: Maia vs. Shields Oct 9th 2013,Alan Patrick,-260,Garett Whiteley,+200
UFC: The Ultimate Fighter China Finale Mar 1st 2014,Albert Cheng,+125,Anying Wang,-145
Bellator 258: Archuleta vs. Pettis May 7th 2021,Albert Morales,+475,Patchy Mix,-1400
UFC on FOX 28: Stephens vs. Emmett Feb 24th 2018,Albert Morales,+133,Manny Bermudez,-190
UFC Fight Night 123: Swanson vs. Ortega Dec 9th 2017,Albert Morales,-110,Benito Lopez,-137
UFC Fight Night 113: Nelson vs. Ponzinibbio Jul 16th 2017,Albert Morales,+265,Brett Johns,-450
UFC 209: Woodley vs. Thompson 2 Mar 4th 2017,Albert Morales,-165,Andre Soukhamthath,+110
UFC Fight Night 100: Bader vs. Nogueira Nov 19th 2016,Albert Morales,+230,Thomas Almeida,-370
UFC Fight Night 94: Johnson vs. Poirier Sep 17th 2016,Albert Morales,-110,Alejandro Perez,-130
RFA 38: Moises vs. Emmers Jun 3rd 2016,Albert Morales,n/a,Mario Israel,n/a
Bellator 137: Halsey vs. Grove May 15th 2015,Albert Morales,n/a,John Yoo,n/a
Bellator 132: Freire vs. Straus Jan 16th 2015,Albert Morales,n/a,Fabian Gonzalez,n/a
Triller Triad Combat Nov 27th 2021,Albert Tumenov,-1400,Scott Simon,+400
ACB 89: Krasnodar Sep 8th 2018,Albert Tumenov,-900,Ciro Rodrigues,+500
ACB 80: Burrell vs. Tumenov Feb 16th 2018,Albert Tumenov,-950,Nah-Shon Burrell,+560
ACB 61: Balaev vs. Bataev May 20th 2017,Albert Tumenov,-925,Ismael de Jesus,+550
UFC 204: Bisping vs. Henderson 2 Oct 8th 2016,Albert Tumenov,-170,Leon Edwards,+145
UFC Fight Night 87: Overeem vs. Arlovski May 8th 2016,Albert Tumenov,-155,Gunnar Nelson,+132
UFC 195: Lawler vs. Condit Jan 2nd 2016,Albert Tumenov,-250,Lorenz Larkin,+200
UFC 192: Cormier vs. Gustafsson Oct 3rd 2015,Albert Tumenov,-270,Alan Jouban,+220
UFC on FOX 14: Gustafsson vs. Johnson Jan 24th 2015,Albert Tumenov,-155,Nico Musoke,+135
UFC Fight Night 54: MacDonald vs. Saffiedine Oct 4th 2014,Albert Tumenov,-450,Matt Dwyer,+350
UFC Fight Night 40: Brown vs. Silva May 10th 2014,Albert Tumenov,-275,Anthony Lapsley,+235
UFC Fight Night 36: Machida vs. Mousasi Feb 15th 2014,Albert Tumenov,-240,Ildemar Alcantara,+190
UFC Fight Night 12: Swick vs Burkman Jan 23rd 2008,Alberto Crane,+300,Kurt Pellegrino,-360
UFC 74: Respect Aug 25th 2007,Alberto Crane,+315,Roger Huerta,-380
UFC 224: Nunes vs. Pennington May 12th 2018,Alberto Mina,+150,Ramazan Emeev,-181
UFC Fight Night 90: Dos Anjos vs. Alvarez Jul 7th 2016,Alberto Mina,+105,Mike Pyle,-125
UFC Fight Night 79: Henderson vs. Masvidal Nov 28th 2015,Alberto Mina,+125,Yoshihiro Akiyama,-149
UFC Fight Night 48: Bisping vs. Le Aug 23rd 2014,Alberto Mina,-225,Shinsho Anzai,+190
UFC 202: Diaz vs. McGregor 2 Aug 20th 2016,Alberto Uda,+138,Marvin Vettori,-180
UFC Fight Night 203 Feb 26th 2022,Alejandro Perez,+185,Jonathan Martinez,-335
UFC Fight Night: Santos vs. Walker Oct 2nd 2021,Alejandro Perez,-300,Johnny Eduardo,+195
UFC 239: Jones vs. Santos Jul 6th 2019,Alejandro Perez,+169,Yadong Song,-225
UFC 235: Jones vs. Smith Mar 2nd 2019,Alejandro Perez,+150,Cody Stamann,-185
UFC Fight Night 133: Dos Santos vs. Ivanov Jul 14th 2018,Alejandro Perez,-175,Eddie Wineland,+147
UFC on FOX 29: Poirier vs. Gaethje Apr 14th 2018,Alejandro Perez,-115,Matthew Lopez,-110
UFC Fight Night 123: Swanson vs. Ortega Dec 9th 2017,Alejandro Perez,+155,Iuri Alcantara,-185
UFC Fight Night 114: Pettis vs. Moreno Aug 5th 2017,Alejandro Perez,-165,Andre Soukhamthath,+145
UFC Fight Night 94: Johnson vs. Poirier Sep 17th 2016,Alejandro Perez,-115,Albert Morales,-110
UFC Fight Night 86: Rothwell vs. Dos Santos Apr 10th 2016,Alejandro Perez,+130,Ian Entwistle,-150
UFC Fight Night 78: Magny vs. Gastelum Nov 21st 2015,Alejandro Perez,+110,Scott Jorgensen,-135
UFC 188: Velasquez vs. Werdum Jun 13th 2015,Alejandro Perez,-170,Patrick Williams,+145
UFC 180: Werdum vs. Hunt Nov 15th 2014,Alejandro Perez,+210,Jose Quinonez,-250
UFC on ESPN: The Korean Zombie vs. Ige Jun 19th 2021,Aleksa Camur,-290,Nicolae Negumereanu,+200
UFC 253: Adesanya vs. Costa Sep 26th 2020,Aleksa Camur,-175,William Knight,+120
UFC 246: McGregor vs. Cowboy Jan 18th 2020,Aleksa Camur,-132,Justin Ledet,+100
Dana White's Contender Series 22 Jul 30th 2019,Aleksa Camur,-455,Fabio Cherant,+275
UFC on ESPN: The Korean Zombie vs. Ige Jun 19th 2021,Aleksa Camur,-290,Nicolae Negumereanu,+200
UFC 253: Adesanya vs. Costa Sep 26th 2020,Aleksa Camur,-175,William Knight,+120
UFC 246: McGregor vs. Cowboy Jan 18th 2020,Aleksa Camur,-132,Justin Ledet,+100
Dana White's Contender Series 22 Jul 30th 2019,Aleksa Camur,-455,Fabio Cherant,+275
UFC on ESPN: The Korean Zombie vs. Ige Jun 19th 2021,Aleksa Camur,-290,Nicolae Negumereanu,+200
UFC 253: Adesanya vs. Costa Sep 26th 2020,Aleksa Camur,-175,William Knight,+120
UFC 246: McGregor vs. Cowboy Jan 18th 2020,Aleksa Camur,-132,Justin Ledet,+100
Dana White's Contender Series 22 Jul 30th 2019,Aleksa Camur,-455,Fabio Cherant,+275
UFC on ESPN: The Korean Zombie vs. Ige Jun 19th 2021,Aleksa Camur,-290,Nicolae Negumereanu,+200
UFC 253: Adesanya vs. Costa Sep 26th 2020,Aleksa Camur,-175,William Knight,+120
UFC 246: McGregor vs. Cowboy Jan 18th 2020,Aleksa Camur,-132,Justin Ledet,+100
Dana White's Contender Series 22 Jul 30th 2019,Aleksa Camur,-455,Fabio Cherant,+275
Future Events,Aleksandar Rakic,-140,Jan Blachowicz,+120
UFC 259: Blachowicz vs. Adesanya Mar 6th 2021,Aleksandar Rakic,-200,Thiago Santos,+145
UFC on ESPN+ 33: Smith vs. Rakic Aug 29th 2020,Aleksandar Rakic,-250,Anthony Smith,+200
UFC on ESPN+ 11: Gustafsson vs. Smith Jun 1st 2019,Aleksandar Rakic,-260,Jimi Manuwa,+187
UFC 231: Holloway vs. Ortega Dec 8th 2018,Aleksandar Rakic,-625,Devin Clark,+400
UFC Fight Night 134: Shogun vs. Smith Jul 22nd 2018,Aleksandar Rakic,-115,Justin Ledet,-120
UFC Fight Night 115: Volkov vs. Struve Sep 2nd 2017,Aleksandar Rakic,-145,Francimar Barroso,+120
UFC on ESPN+ 23: Edgar vs. The Korean Zombie Dec 21st 2019,Aleksandar Rakic,-152,Volkan Oezdemir,+123
UFC Fight Night 64: Gonzaga vs. Cro Cop II Apr 11th 2015,Aleksandra Albu,-250,Izabela Badurek,+175
PFL 2021 5 Jun 17th 2021,Aleksei Kunchenko,-180,Sadibou Sy,-770
UFC on ESPN+ 28: Lee vs. Oliveira Mar 14th 2020,Aleksei Kunchenko,-111,Elizeu Zaleski Dos Santos,-140
UFC on ESPN+ 14: Shevchenko vs. Carmouche 2 Aug 10th 2019,Aleksei Kunchenko,-160,Gilbert Burns,+110
UFC Fight Night 207 Mar 26th 2022,Aleksei Oleinik,+110,Ilir Latifi,-158
UFC Fight Night 185: Blaydes vs. Lewis Feb 20th 2021,Aleksei Oleinik,+150,Chris Daukaus,-200
UFC on ESPN+ 32: Lewis vs. Oleinik Aug 8th 2020,Aleksei Oleinik,+169,Derrick Lewis,-210
UFC 249: Ferguson vs. Gaethje May 9th 2020,Aleksei Oleinik,+225,Fabricio Werdum,-340
UFC on ESPN 4: Dos Anjos vs. Edwards Jul 20th 2019,Aleksei Oleinik,+130,Walt Harris,-164
UFC on ESPN+ 7: Overeem vs. Oleinik Apr 20th 2019,Aleksei Oleinik,+195,Alistair Overeem,-250
UFC Fight Night 136: Hunt vs. Oleinik Sep 15th 2018,Aleksei Oleinik,-106,Mark Hunt,-120
UFC 217: Bisping vs. St-Pierre Nov 4th 2017,Aleksei Oleinik,+250,Curtis Blaydes,-330
UFC 246: McGregor vs. Cowboy Jan 18th 2020,Aleksei Oleinik,-110,Maurice Greene,-125
UFC Fight Night 103: Rodriguez vs. Penn Jan 15th 2017,Aleksei Oleinik,-140,Viktor Pesta,+110
UFC 264: Poirier vs. McGregor 3 Jul 10th 2021,Alen Amedovski,-138,Hu Yaozong,-110
UFC on ESPN+ 18: Hermansson vs. Cannonier Sep 28th 2019,Alen Amedovski,-140,John Phillips,+100
UFC on ESPN+ 7: Overeem vs. Oleinik Apr 20th 2019,Alen Amedovski,+160,Krzysztof Jotko,-235
Bellator 211: Sakara vs. Kauppinen Dec 1st 2018,Alen Amedovski,n/a,Ibrahim Mane,n/a
Bellator 203: Pitbull vs. Weichel 2 Jul 14th 2018,Alen Amedovski,n/a,Will Fleury,n/a
UFC on ESPN: Barboza vs. Chikadze Aug 28th 2021,Alessio Di Chirico,-265,Abdul Razak Alhassan,+190
UFC on ABC 1: Holloway vs. Kattar Jan 16th 2021,Alessio Di Chirico,+220,Joaquin Buckley,-333
UFC on ESPN+ 33: Smith vs. Rakic Aug 29th 2020,Alessio Di Chirico,-139,Zak Cummings,+110
UFC on ESPN+ 18: Hermansson vs. Cannonier Sep 28th 2019,Alessio Di Chirico,+130,Makhmud Muradov,-165
UFC on ESPN+ 12: Moicano vs. The Korean Zombie Jun 22nd 2019,Alessio Di Chirico,+184,Kevin Holland,-230
UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya Jul 6th 2018,Alessio Di Chirico,+115,Julian Marquez,-137
UFC on FOX 26: Lawler vs. Dos Anjos Dec 16th 2017,Alessio Di Chirico,-160,Oluwale Bamgbose,+122
UFC on FOX 23: Shevchenko vs. Pena Jan 28th 2017,Alessio Di Chirico,-110,Eric Spicely,-110
UFC on FOX 21: Maia vs. Condit Aug 27th 2016,Alessio Di Chirico,-335,Garreth McLellan,+270
UFC Fight Night 86: Rothwell vs. Dos Santos Apr 10th 2016,Alessio Di Chirico,+155,Bojan Velickovic,-205
Bellator Europe 5: Manhoef vs. Bahati Oct 12th 2019,Alessio Sakara,-890,Canaan Grigsby,+250
Bellator 211: Sakara vs. Kauppinen Dec 1st 2018,Alessio Sakara,n/a,Kent Kauppinen,n/a
Bellator 203: Pitbull vs. Weichel 2 Jul 14th 2018,Alessio Sakara,n/a,Jamie Sloane,n/a
Bellator 190: Carvalho vs. Sakara Dec 9th 2017,Alessio Sakara,+200,Rafael Carvalho,-340
Bellator 168: Sakara vs. Beltran Dec 10th 2016,Alessio Sakara,-160,Joey Beltran,+125
Bellator 152: Pitbull vs. Souza Apr 16th 2016,Alessio Sakara,+110,Brian Rogers,-150
UFC Fight Night 30: Machida vs. Munoz Oct 26th 2013,Alessio Sakara,-238,Nicholas Musoke,+153
UFC 154: St-Pierre vs. Condit Nov 17th 2012,Alessio Sakara,+180,Patrick Cote,-325
UFC on FUEL TV 2: Gustafsson vs. Silva Apr 14th 2012,Alessio Sakara,+300,Brian Stann,-525
UFC On Versus 3: Sanchez vs. Kampmann Mar 3rd 2011,Alessio Sakara,+175,Chris Weidman,-260
UFC on Versus 1: Vera vs. Jones Mar 21st 2010,Alessio Sakara,-140,James Irvin,-128
UFC 101: Declaration Aug 8th 2009,Alessio Sakara,+240,Thales Leites,-500
UFC Fight Night 15: Diaz vs Neer Sep 17th 2008,Alessio Sakara,-156,Joe Vedepo,-115
UFC 82: Pride Of A Champion Mar 1st 2008,Alessio Sakara,+110,Chris Leben,-170
UFC 80: Rapid Fire Jan 19th 2008,Alessio Sakara,-135,James Lee,+100
UFC 75: Champion vs Champion Sep 8th 2007,Alessio Sakara,+125,Houston Alexander,-175
BFS 5 Feb 6th 2022,Alex Andrade,+120,Daniel Silva,-200
Art Of War 3: USA vs Brazil Sep 1st 2007,Alex Andrade,-215,Fabiano Capoani,+170
Bellator Fighting Championship 9 May 29th 2009,Alex Andrade,n/a,Christian Fulgium,n/a
Bellator Fighting Championship 3 + 4 Apr 17th 2009,Alex Andrade,n/a,Damien Stelly,n/a
UFC Mar 12th 2022,Alex Caceres,+195,Sodiq Yusuff,-303
Fury Pro Grappling 3 Dec 30th 2021,Alex Caceres,+155,Eddy Torres,-275
UFC Fight Night: Costa vs. Vettori Oct 23rd 2021,Alex Caceres,+195,Seung Woo Choi,-333
UFC Fight Night 186: Rozenstruik vs. Gane Feb 27th 2021,Alex Caceres,-188,Kevin Croom,+127
UFC on ESPN+ 33: Smith vs. Rakic Aug 29th 2020,Alex Caceres,-200,Austin Springer,+160
UFC on ESPN 4: Dos Anjos vs. Edwards Jul 20th 2019,Alex Caceres,-125,Steven Peterson,-105
UFC on ESPN 1: Ngannou vs. Velasquez Feb 17th 2019,Alex Caceres,+240,Kron Gracie,-303
UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya Jul 6th 2018,Alex Caceres,-132,Martin Bravo,+110
UFC Fight Night 122: Bisping vs. Gastelum Nov 25th 2017,Alex Caceres,-140,Wang Guan,+110
UFC Fight Night 111: Holm vs. Correia Jun 17th 2017,Alex Caceres,-320,Rolando Dy,+260
UFC on FOX 23: Shevchenko vs. Pena Jan 28th 2017,Alex Caceres,+114,Jason Knight,-135
UFC Fight Night 92: Rodriguez vs. Caceres Aug 6th 2016,Alex Caceres,+270,Yair Rodriguez,-335
UFC 199: Rockhold vs. Bisping II Jun 4th 2016,Alex Caceres,+145,Cole Miller,-170
UFC on FOX 18: Johnson vs. Bader Jan 30th 2016,Alex Caceres,-290,Masio Fullen,+240
UFC Fight Night 68: Henderson vs. Boetsch Jun 6th 2015,Alex Caceres,+115,Francisco Rivera,-135
UFC Fight Night 52: Hunt vs. Nelson Sep 20th 2014,Alex Caceres,-300,Masanori Kanehara,+250
UFC 175: Weidman vs. Machida Jul 5th 2014,Alex Caceres,+450,Urijah Faber,-705
UFC on FOX 10: Henderson vs. Thomson Jan 25th 2014,Alex Caceres,+165,Sergio Pettis,-205
UFC 250: Nunes vs. Spencer Jun 6th 2020,Alex Caceres,+180,Chase Hooper,-222
UFC 165: Jones vs. Gustafsson Sep 21st 2013,Alex Caceres,-150,Roland Delorme,+120
UFC on Fuel TV 8: Silva vs. Stann Mar 2nd 2013,Alex Caceres,-115,Kyung Ho Kang,-120
UFC on FUEL TV 6: Franklin vs. Le Nov 10th 2012,Alex Caceres,-220,Motonobu Tezuka,+190
UFC on FUEL TV 4: Munoz vs. Weidman Jul 11th 2012,Alex Caceres,-120,Damacio Page,-118
UFC 143: Condit vs. Diaz Feb 4th 2012,Alex Caceres,+115,Edwin Figueroa,-125
UFC On FOX 1: Velasquez vs. Dos Santos Nov 12th 2011,Alex Caceres,+248,Cole Escovedo,-270
UFC On Versus 5: Hardy vs. Lytle Aug 14th 2011,Alex Caceres,+375,Jimy Hettes,-420
UFC Fight Night 24: Nogueira vs. Davis Mar 26th 2011,Alex Caceres,+190,Mackens Semerzier,-210
UFC Fight Night 137: Santos vs. Anders Sep 22nd 2018,Alex Chambers,+1000,Livia Renata Souza,-2000
UFC Fight Night 121: Werdum vs. Tybura Nov 18th 2017,Alex Chambers,+170,Nadia Kassem,-206
UFC 191: Johnson vs. Dodson II Sep 5th 2015,Alex Chambers,+900,Paige Vanzant,-1600
UFC Fight Night 65: Hunt vs. Miocic May 9th 2015,Alex Chambers,+205,Kailin Curran,-250
UFC: The Ultimate Fighter 20 Finale Dec 12th 2014,Alex Chambers,+195,Aisling Daly,-230
UFC Fight Night 138: Volkan vs. Smith Oct 27th 2018,Alex Garcia,-260,Court McGee,+160
UFC Fight Night 128: Barboza vs. Lee Apr 21st 2018,Alex Garcia,+115,Ryan Laflare,-161
UFC Fight Night 122: Bisping vs. Gastelum Nov 25th 2017,Alex Garcia,+170,Muslim Salikhov,-255
UFC Fight Night 112: Chiesa vs. Lee Jun 25th 2017,Alex Garcia,+205,Tim Means,-333
UFC 207: Nunes vs. Rousey Dec 30th 2016,Alex Garcia,-220,Mike Pyle,+150
UFC Fight Night 83: Cowboy vs. Cowboy Feb 21st 2016,Alex Garcia,-125,Sean Strickland,-121
UFC 189: Mendes vs. McGregor Jul 11th 2015,Alex Garcia,-525,Mike Swick,+325
UFC Fight Night 49: Henderson vs. Dos Anjos Aug 23rd 2014,Alex Garcia,-164,Neil Magny,+105
UFC 171: Hendricks vs. Lawler Mar 15th 2014,Alex Garcia,-435,Sean Spencer,+275
UFC Fight Night 33: Hunt vs. Bigfoot Dec 6th 2013,Alex Garcia,-833,Ben Wall,+425
UFC Fight Night 142: Dos Santos vs. Tuivasa Dec 1st 2018,Alex Gorgees,+320,Damir Ismagulov,-625
WEC 48: Aldo vs. Faber Apr 24th 2010,Alex Karalexis,+500,Anthony Pettis,-700
WEC 39: Brown vs Garcia Mar 1st 2009,Alex Karalexis,-175,Greg McIntyre,+155
WEC 37: Torres vs Tapia Dec 3rd 2008,Alex Karalexis,+240,Bart Palaszewski,-300
WEC 31: Faber vs Curran Dec 12th 2007,Alex Karalexis,-150,Ed Ratcliff,+120
UFC Fight Night: Font vs. Aldo Dec 4th 2021,Alex Morono,-270,Mickey Gall,+180
UFC Fight Night 191 Sep 4th 2021,Alex Morono,-139,David Zawada,+100
UFC Fight Night 183: Thompson vs. Neal Dec 19th 2020,Alex Morono,+170,Anthony Pettis,-227
UFC Fight Night 182: Felder vs. dos Anjos Nov 14th 2020,Alex Morono,-205,Rhys McKee,+150
UFC on ESPN+ 19: Joanna vs. Waterson Oct 12th 2019,Alex Morono,+110,Max Griffin,-145
UFC on ESPN+ 4: Lewis vs. Dos Santos Mar 9th 2019,Alex Morono,-189,Zak Ottow,+155
UFC Fight Night 141: Blaydes vs. Ngannou 2 Nov 24th 2018,Alex Morono,+100,Kenan Song,-145
UFC on FOX 30: Alvarez vs. Poirier 2 Jul 28th 2018,Alex Morono,+128,Jordan Mein,-150
UFC Fight Night 117: Saint Preux vs. Okami Sep 22nd 2017,Alex Morono,-110,Keita Nakamura,-116
UFC Fight Night 104: Bermudez vs. Korean Zombie Feb 4th 2017,Alex Morono,-110,Niko Price,-115
UFC on FOX 22: VanZant vs. Waterson Dec 17th 2016,Alex Morono,+115,James Moontasri,-135
UFC 195: Lawler vs. Condit Jan 2nd 2016,Alex Morono,+310,Kyle Noke,-375
Legacy FC 49: Krantz vs. Morono Dec 4th 2015,Alex Morono,+165,Derrick Krantz,-215
Legacy FC 44: Araujo vs. Morono Aug 28th 2015,Alex Morono,+155,Valdir Araujo,-195
Legacy FC 31: Bush vs. Gonzales Jun 13th 2014,Alex Morono,-155,Diego da Silva,+115
UFC on ESPN 24: Rodriguez vs. Waterson May 8th 2021,Alex Morono,+125,Donald Cerrone,-182
UFC 247: Jones vs. Reyes Feb 8th 2020,Alex Morono,-420,Kalinn Williams,+300
UFC Fight Night 126: Cerrone vs. Medeiros Feb 18th 2018,Alex Morono,-370,Josh Burkman,+300
Legacy Fighting Championship 18 Mar 1st 2013,Alex Morono,-270,Brandon Farran,+190
Legacy Fighting Championship 10 Feb 24th 2012,Alex Morono,-170,Rashon Lewis,+130
Legacy Fighting Championships 8 Sep 16th 2011,Alex Morono,n/a,Evert Gutierrez,n/a
"PFL 2019, Playoffs 3 Oct 31st 2019",Alex Nicholson,-116,Francimar Barroso,-140
"PFL 2019, Week 6 Aug 8th 2019",Alex Nicholson,-150,Zeke Tuinei-Wily,+120
PFL 2019: Week 3 Jun 6th 2019,Alex Nicholson,+105,Francimar Barroso,-140
PFL 8: Playoffs Oct 5th 2018,Alex Nicholson,-135,Jack May,+105
PFL 4: Palmer vs. Tuerxun Jul 19th 2018,Alex Nicholson,-250,Philipe Lins,+205
PFL 1: Harrison vs. Tuerxun Jun 7th 2018,Alex Nicholson,-135,Jake Heun,+105
LFA 32: Allen vs. Hernandez Jan 26th 2018,Alex Nicholson,-150,Ryan Spann,+110
UFC Fight Night 109: Gustafsson vs. Teixeira May 28th 2017,Alex Nicholson,+145,Jack Hermansson,-175
UFC Fight Night 98: Dos Anjos vs. Ferguson Nov 5th 2016,Alex Nicholson,+145,Sam Alvey,-192
UFC Fight Night 91: McDonald vs. Lineker Jul 13th 2016,Alex Nicholson,+180,Devin Clark,-220
UFC Fight Night 82: Hendricks vs. Thompson Feb 6th 2016,Alex Nicholson,+500,Misha Cirkunov,-700
UFC Fight Night 204 Mar 5th 2022,Alex Oliveira,+285,Kevin Holland,-650
UFC Fight Night: Santos vs. Walker Oct 2nd 2021,Alex Oliveira,+150,Niko Price,-215
UFC 254: Khabib vs. Gaethje Oct 24th 2020,Alex Oliveira,+110,Shavkat Rakhmonov,-140
UFC on ESPN 14: Whittaker vs. Till Jul 25th 2020,Alex Oliveira,-139,Peter Sobotta,-105
UFC on ESPN+ 18: Hermansson vs. Cannonier Sep 28th 2019,Alex Oliveira,-155,Nicolas Dalby,+120
UFC on ESPN+ 8: Jacare vs. Hermansson Apr 27th 2019,Alex Oliveira,-172,Mike Perry,+140
UFC 231: Holloway vs. Ortega Dec 8th 2018,Alex Oliveira,+125,Gunnar Nelson,-155
UFC Fight Night 137: Santos vs. Anders Sep 22nd 2018,Alex Oliveira,-500,Carlo Pedersoli Jr.,+385
UFC on FOX 29: Poirier vs. Gaethje Apr 14th 2018,Alex Oliveira,-189,Carlos Condit,+155
